Key,Cost_Mean,Cost_SD,Cost_Low,Cost_High,Rate_Mean,Rate_SD,Rate_Low,Rate_High
ideal_sm,21.693548387096776,0.0,21.693548387096776,21.693548387096776,100.0,0.0,100.0,100.0
random_sm,31.505190311418687,0.0,31.505190311418687,31.505190311418687,95.06578947368422,0.0,95.06578947368422,95.06578947368422
xgb_all_sm,23.12154696132597,0.0,23.12154696132597,23.12154696132597,93.29896907216495,0.0,93.29896907216495,93.29896907216495
xgb_demos_sm,22.335329341317365,0.0,22.335329341317365,22.335329341317365,93.82022471910112,0.0,93.82022471910112,93.82022471910112
eco_all_sm,26.18421052631579,0.0,26.18421052631579,26.18421052631579,94.5273631840796,0.0,94.5273631840796,94.5273631840796
eco_demos_sm,26.73076923076923,0.0,26.73076923076923,26.73076923076923,93.33333333333333,0.0,93.33333333333333,93.33333333333333
