id,wta_car,wta_elec,wta_green,province,weekday,ifsunny,location,aqi,income_level,living_area,female,marriage,education,youth,older_adults,partymember,age,heard_about_global_warming,know_about_low_carbon,know_about_carbon_neutrality,know_about_carbon_policy,carusetime,conditioner1month,mainuseelec,conditionernumber,publictrans,energy_consume2020,carown,conditioner1time,cityanswer,MADT ,impgreenele
1083,1,2,2,Beijing,Tuesday,1,rural,85,4,40,0,married,senior high,0,0,1,59,no,heard but do not know,never,never,0,0,1,0,0,4400,0,0,beijing,2,0
3241,7,5,3,Guangdong,Thursday,1,county seat,59,6,79,1,married,junior high,1,0,0,29,yes and agree,never,never,never,4,5,1,1,0,3105,1,5,zhongshan,4,1
3094,7,7,4,Guangdong,Wednesday,0,county seat,91,5,100,1,married,bachelor,0,0,0,50,yes and agree,heard and know,never,never,1,6,1,1,10,3385,1,4,guangzhou,5,0
885,4,5,5,Hebei,Sunday,0,city,37,5,70,1,married,senior high,1,1,0,63,yes and agree,heard but do not know,heard but do not know,heard but do not know,7,0,1,0,3,2200,1,0,shijiazhuang,4,0
1115,7,7,4,Beijing,Wednesday,0,city,134,4,40,1,married,associate,1,0,0,33,no,heard and know,never,never,6,0,1,0,2,2818,1,0,beijing,4,1
1839,1,1,1,Guangdong,Tuesday,0,county seat,20,1,50,0,married,senior high,1,0,0,37,yes but disagree,heard but do not know,never,never,0,3,1,1,0,347,0,2,zhongshan,5,0
2505,7,7,1,Zhejiang,Tuesday,0,county seat,87,5,120,1,married,primary,1,1,0,56,yes but disagree,never,never,never,6,3,1,1,0,3600,1,3,hangzhou,2,1
2162,7,7,7,Hebei,Thursday,0,city,82,3,68,1,married,associate,1,0,0,33,yes but disagree,heard but do not know,never,never,0,0,1,0,10,1972,0,0,chengde,1,0
2398,7,7,7,Guangdong,Sunday,1,county seat,52,2,45,1,married,bachelor,1,0,0,33,no,heard but do not know,never,never,0,5,1,1,14,675,0,5,guangzhou,4,0
193,3,4,3,Hebei,Sunday,1,city,26,3,106,0,unmarried,junior high,1,0,0,22,yes and agree,heard and know,heard but do not know,never,0,0,1,0,20,3015,0,0,chengde,4,1
162,7,7,1,Hebei,Saturday,1,city,225,5,70,1,married,senior high,1,1,0,60,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,1,1,0,1400,0,1,shijiazhuang,6,0
1220,1,5,1,Zhejiang,Thursday,0,rural,92,4,160,1,married,associate,1,1,0,43,yes and agree,heard and know,heard but do not know,never,11,4,1,1,0,6480,1,4,hangzhou,2,0
1204,7,5,6,Zhejiang,Thursday,0,rural,73,4,150,1,married,primary,1,1,0,61,no,never,never,never,5,3,1,1,0,4267,1,4,hangzhou,2,1
3321,7,7,2,Guangdong,Thursday,1,county seat,75,4,72,0,married,bachelor,1,1,0,33,yes and agree,heard and know,heard but do not know,heard but do not know,6,1,1,1,4,1625,1,4,guangzhou,4,1
2312,5,3,4,Guangdong,Saturday,1,city,51,1,87,0,unmarried,senior high,1,1,0,18,yes and agree,heard and know,never,never,0,3,1,1,2,1143,0,6,guangzhou,4,1
2645,4,4,4,Guangdong,Wednesday,1,city,53,4,40,1,unmarried,bachelor,0,1,0,28,yes and agree,heard and know,heard and know,heard and know,0,7,1,1,10,758,0,4,guangzhou,4,1
1408,5,5,3,Beijing,Saturday,1,city,60,3,30,1,married,associate,1,0,0,45,yes but disagree,heard but do not know,never,never,0,4,1,1,4,1200,0,2,beijing,4,0
3116,3,7,1,Guangdong,Thursday,1,county seat,113,4,101,0,unmarried,associate,0,1,0,25,yes and agree,heard and know,heard and know,heard but do not know,10,4,1,1,12,4826,1,4,guangzhou,3,1
1113,7,6,6,Guangdong,Wednesday,1,city,69,2,50,0,married,senior high,0,1,0,60,yes but disagree,heard and know,heard but do not know,heard but do not know,0,7,1,1,3,3520,0,3,guangzhou,2,0
3126,7,7,7,Guangdong,Wednesday,1,county seat,83,5,80,1,married,bachelor,0,0,0,32,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,5,1,1,20,10202,0,5,guangzhou,6,1
2461,6,7,5,Hebei,Monday,1,city,48,4,76,1,married,associate,1,1,0,31,yes and agree,heard but do not know,never,never,4,7,1,1,2,1615,1,3,shijiazhuang,2,1
1135,7,7,7,Hebei,Wednesday,1,rural,84,3,150,1,married,primary,0,1,0,73,no,never,never,never,0,3,1,1,0,150,0,4,shijiazhuang,0,0
1324,3,4,2,Guangdong,Friday,1,rural,38,3,160,1,unmarried,associate,0,0,0,22,yes and agree,heard and know,never,never,0,0,1,0,2,4838,0,0,guangzhou,3,0
3114,7,5,2,Guangdong,Wednesday,1,city,80,4,79,1,unmarried,bachelor,0,0,0,29,yes and agree,heard but do not know,never,never,0,2,0,1,10,2370,0,3,guangzhou,3,1
198,6,7,4,Zhejiang,Sunday,0,city,73,4,50,1,married,senior high,1,0,0,38,yes and agree,never,never,heard but do not know,8,3,1,1,6,1250,1,5,hangzhou,3,1
3163,6,6,6,Guangdong,Wednesday,0,county seat,82,4,146,1,unmarried,bachelor,0,1,0,33,yes but disagree,heard but do not know,heard and know,heard and know,0,4,1,1,0,1846,0,4,guangzhou,0,0
1438,4,2,2,Hebei,Saturday,1,rural,66,3,350,1,married,junior high,1,0,0,34,yes but disagree,heard but do not know,never,never,3,4,1,1,6,1650,1,3,shijiazhuang,4,1
2631,7,7,2,Guangdong,Wednesday,0,city,45,5,80,1,married,associate,1,1,0,39,yes and agree,heard and know,heard but do not know,heard but do not know,0,4,1,1,2,4430,1,4,guangzhou,2,1
913,1,1,1,Beijing,Sunday,1,rural,19,1,113,1,married,primary,0,0,0,55,yes and agree,heard and know,never,never,0,4,1,1,0,1320,0,3,beijing,0,1
143,6,6,4,Zhejiang,Saturday,1,city,100,1,76,0,married,bachelor,1,0,0,38,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,2,1,1,0,1796,0,4,hangzhou,2,1
1610,4,4,4,Hebei,Sunday,1,county seat,64,5,110,0,married,senior high,1,0,1,36,yes and agree,heard but do not know,heard but do not know,never,5,2,1,1,0,2708,1,3,shijiazhuang,3,0
609,4,5,4,Hebei,Friday,1,rural,118,2,93,1,married,junior high,0,0,0,53,yes and agree,heard but do not know,never,never,0,0,1,0,0,3058,0,0,chengde,4,1
2620,7,7,1,Guangdong,Wednesday,0,city,45,2,53,1,married,bachelor,1,0,0,36,yes and agree,heard but do not know,never,never,0,7,1,1,4,4167,0,6,guangzhou,4,1
1321,4,7,4,Beijing,Friday,1,city,25,4,82,0,married,bachelor,1,0,0,31,yes and agree,heard and know,heard but do not know,heard but do not know,4,0,1,0,10,671,1,0,beijing,6,1
3091,4,4,4,Guangdong,Wednesday,1,rural,78,4,95,0,unmarried,senior high,0,0,0,22,yes and agree,heard and know,heard and know,never,0,7,1,1,12,1421,0,3,guangzhou,3,1
1859,6,6,6,Guangdong,Tuesday,0,city,19,2,45,1,married,associate,0,0,0,31,no,never,never,never,3,5,1,1,0,1667,1,5,zhongshan,2,0
1131,5,5,5,Guangdong,Monday,0,county seat,54,5,85,0,married,associate,1,0,0,33,yes and agree,heard but do not know,heard but do not know,never,5,3,1,1,0,2000,1,5,zhongshan,2,0
2208,2,2,1,Guangdong,Thursday,1,county seat,68,4,40,1,unmarried,bachelor,0,0,0,31,yes but disagree,never,never,never,0,3,1,1,10,2321,0,2,guangzhou,5,0
2469,4,7,7,Guangdong,Monday,0,county seat,52,2,56,0,married,associate,1,0,1,39,yes and agree,heard and know,heard and know,heard and know,0,7,1,1,10,2347,0,2,guangzhou,2,0
3348,7,7,7,Guangdong,Friday,1,rural,86,4,40,0,divorced,senior high,1,1,0,20,yes and agree,heard and know,heard and know,heard and know,0,0,1,0,0,1359,0,0,zhongshan,0,1
1139,4,4,4,Guangdong,Monday,0,rural,54,6,130,0,married,senior high,1,1,0,42,yes and agree,never,heard but do not know,never,5,5,1,1,0,11111,1,4,zhongshan,4,1
1819,2,4,5,Zhejiang,Tuesday,1,city,125,3,115,1,unmarried,bachelor,0,0,0,21,yes and agree,heard and know,heard but do not know,heard but do not know,4,4,1,1,8,1500,1,5,hangzhou,5,1
1269,2,2,1,Beijing,Thursday,1,rural,20,6,180,0,unmarried,junior high,1,1,0,14,yes and agree,never,never,never,0,3,1,1,14,2100,0,3,beijing,4,1
2995,4,4,4,Guangdong,Tuesday,1,city,53,6,80,1,married,senior high,1,0,0,39,yes and agree,heard but do not know,never,never,5,5,1,1,0,1560,1,4,zhongshan,3,1
2335,7,7,7,Hebei,Saturday,1,city,42,1,50,0,unmarried,senior high,0,0,0,31,yes and agree,never,never,never,0,0,1,0,0,2200,0,0,shijiazhuang,0,1
3131,7,7,7,Guangdong,Wednesday,1,city,92,3,95,1,unmarried,bachelor,1,1,0,30,yes and agree,heard but do not know,heard but do not know,heard but do not know,1,6,1,1,5,893,1,2,zhongshan,3,1
1161,4,4,2,Hebei,Wednesday,0,rural,117,3,130,0,married,junior high,1,0,0,38,no,never,never,never,2,3,1,1,4,2625,1,3,shijiazhuang,3,1
1135,5,5,7,Guangdong,Monday,0,rural,54,5,130,0,married,associate,1,0,0,35,yes and agree,heard and know,never,never,6,4,1,1,0,4667,1,4,zhongshan,4,1
1229,2,2,3,Zhejiang,Thursday,0,rural,105,4,100,0,married,senior high,1,0,0,41,yes but disagree,heard but do not know,never,never,4,2,1,1,0,2133,1,2,hangzhou,2,1
2662,4,1,1,Guangdong,Wednesday,0,city,54,3,30,0,unmarried,bachelor,0,0,0,22,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,0,358,0,0,guangzhou,0,0
803,1,4,1,Beijing,Sunday,1,county seat,16,6,51,1,married,junior high,1,0,0,42,no,heard but do not know,never,never,5,4,1,1,6,2800,1,3,beijing,3,0
991,4,2,2,Beijing,Tuesday,1,city,58,1,50,0,married,senior high,0,0,0,58,yes but disagree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,10,4200,0,0,beijing,2,0
580,1,3,2,Hebei,Thursday,0,county seat,95,5,122,1,married,senior high,1,0,0,40,yes and agree,heard but do not know,never,never,0,2,1,1,2,4100,0,2,chengde,2,1
1322,1,1,1,Beijing,Friday,1,city,18,4,40,0,divorced,bachelor,0,0,0,56,yes and agree,heard but do not know,heard but do not know,never,0,4,1,1,4,2000,0,3,beijing,6,1
1924,7,7,5,Beijing,Tuesday,0,city,53,3,53,0,unmarried,associate,0,0,0,43,yes and agree,heard and know,never,never,0,3,1,1,12,600,0,4,beijing,4,0
1264,2,2,2,Beijing,Thursday,1,rural,20,4,100,0,married,junior high,0,1,0,52,yes and agree,heard but do not know,never,heard but do not know,0,3,1,1,0,2400,0,3,beijing,2,1
3434,6,2,2,Guangdong,Saturday,1,county seat,64,4,67,0,unmarried,bachelor,1,0,0,33,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,2,1,1,2,1404,0,4,guangzhou,4,1
1140,4,4,4,Hebei,Monday,1,city,93,2,65,1,widowed,junior high,0,1,0,65,yes and agree,never,never,never,0,0,1,0,0,1400,0,0,chengde,0,1
2386,4,2,2,Guangdong,Sunday,0,city,46,6,120,0,married,associate,1,0,1,40,yes and agree,heard and know,never,never,6,5,1,1,0,12800,1,3,zhongshan,3,1
1109,5,5,4,Beijing,Wednesday,1,county seat,65,4,58,1,married,junior high,0,0,0,43,no,heard but do not know,never,heard but do not know,0,3,1,1,2,1418,0,3,beijing,2,0
1058,2,2,1,Beijing,Tuesday,1,city,82,3,55,1,married,senior high,1,0,0,36,no,heard but do not know,never,never,0,3,1,1,2,715,0,4,beijing,3,0
3325,5,4,1,Guangdong,Thursday,1,county seat,77,4,95,1,unmarried,bachelor,0,0,0,24,yes and agree,heard but do not know,heard but do not know,heard but do not know,1,3,1,1,15,1768,1,5,guangzhou,5,0
311,5,2,5,Guangdong,Thursday,1,city,80,6,89,0,married,bachelor,0,0,0,31,yes and agree,heard and know,heard and know,heard and know,0,0,1,0,10,3333,0,0,guangzhou,3,1
156,6,6,6,Zhejiang,Saturday,0,city,159,1,60,0,married,bachelor,1,1,0,39,yes and agree,heard but do not know,never,never,3,3,1,1,0,2667,1,3,hangzhou,0,1
1068,7,7,7,Guangdong,Tuesday,1,city,74,4,60,0,married,associate,1,0,0,48,yes but disagree,heard and know,heard but do not know,heard but do not know,0,5,1,1,20,5077,0,5,guangzhou,4,1
1211,7,7,1,Zhejiang,Thursday,0,rural,73,4,130,1,married,junior high,1,0,0,54,yes but disagree,heard but do not know,never,heard but do not know,8,3,1,1,0,4267,1,1,hangzhou,3,1
1091,4,4,4,Beijing,Wednesday,1,county seat,53,3,60,1,married,senior high,1,0,0,35,yes and agree,never,heard but do not know,heard but do not know,0,2,1,1,2,2182,0,3,beijing,2,0
1463,5,5,5,Hebei,Saturday,1,city,58,3,88,0,married,bachelor,1,0,0,47,yes and agree,heard but do not know,heard but do not know,never,2,3,1,1,6,1250,1,2,shijiazhuang,3,1
2389,6,6,6,Guangdong,Sunday,0,rural,47,4,45,1,married,junior high,1,0,0,40,yes but disagree,heard but do not know,heard but do not know,heard and know,21,7,0,1,0,1200,1,4,zhongshan,4,1
1118,2,2,1,Beijing,Wednesday,1,rural,56,2,60,1,married,primary,1,0,0,58,no,never,never,never,0,3,1,1,0,1859,0,2,beijing,2,0
1100,7,7,7,Zhejiang,Wednesday,1,rural,73,5,130,1,married,junior high,1,1,0,58,no,never,never,never,5,3,1,1,1,2400,1,4,hangzhou,3,1
2259,6,5,6,Guangdong,Friday,1,rural,112,2,130,0,married,senior high,1,1,0,52,yes and agree,heard but do not know,never,heard and know,5,5,1,1,0,4800,1,4,zhongshan,0,1
541,5,7,7,Hebei,Wednesday,1,county seat,85,6,96,1,married,bachelor,1,0,0,31,yes and agree,heard and know,never,never,3,1,1,1,6,6400,1,1,chengde,2,0
926,1,7,1,Beijing,Sunday,1,county seat,70,4,127,0,married,associate,1,0,0,39,no,heard but do not know,never,never,5,3,1,1,2,6514,1,3,beijing,1,1
3112,4,7,1,Guangdong,Wednesday,1,county seat,69,1,59,1,married,associate,1,0,0,47,yes and agree,heard and know,heard but do not know,heard but do not know,0,5,1,1,10,7604,0,4,guangzhou,3,0
1102,2,4,2,Zhejiang,Wednesday,1,rural,73,1,100,1,married,senior high,0,0,0,46,yes but disagree,heard but do not know,never,never,0,4,1,1,0,300,0,2,hangzhou,0,0
2499,7,7,1,Zhejiang,Tuesday,0,county seat,67,4,133.4,1,married,bachelor,1,1,1,61,yes and agree,heard and know,never,heard but do not know,0,3,1,1,0,6250,0,4,hangzhou,2,1
181,5,5,4,Hebei,Sunday,1,rural,22,6,130,0,married,junior high,1,0,0,49,yes and agree,heard but do not know,never,never,2,0,0,0,0,2291,1,0,chengde,0,0
1956,2,2,2,Zhejiang,Wednesday,1,city,72,4,130,1,married,associate,1,0,0,36,yes and agree,heard but do not know,never,heard but do not know,3,3,1,1,2,5102,1,9,hangzhou,3,0
810,7,7,7,Hebei,Sunday,1,city,60,4,72,1,married,junior high,0,1,0,55,yes and agree,heard and know,heard and know,heard and know,6,3,1,1,2,1320,1,3,shijiazhuang,6,1
1168,2,2,2,Beijing,Wednesday,0,city,134,3,38,0,married,bachelor,0,0,0,53,yes but disagree,heard but do not know,heard but do not know,never,0,4,1,1,18,3600,0,4,beijing,5,0
681,7,7,4,Guangdong,Friday,1,city,55,4,63,1,married,postgraduate,1,1,1,40,yes and agree,heard and know,heard and know,heard but do not know,0,0,1,0,12,2338,0,0,guangzhou,4,1
2666,1,2,1,Guangdong,Thursday,1,rural,43,2,65,1,unmarried,associate,1,1,0,27,no,never,never,never,0,4,1,1,0,4030,0,5,zhongshan,3,0
1314,4,4,7,Guangdong,Friday,1,city,31,6,76,0,unmarried,associate,0,1,0,41,yes and agree,heard but do not know,never,heard but do not know,0,7,1,1,30,3712,0,5,guangzhou,4,1
1210,4,5,5,Beijing,Thursday,1,county seat,19,4,70,1,married,associate,1,0,0,36,no,heard but do not know,never,heard but do not know,0,2,1,1,2,1456,0,3,beijing,2,0
3088,3,2,4,Guangdong,Wednesday,1,county seat,63,4,40,0,married,bachelor,0,0,0,41,yes and agree,heard and know,heard and know,heard but do not know,0,6,1,1,4,1325,0,5,guangzhou,3,0
2348,5,7,4,Guangdong,Saturday,0,county seat,51,4,80,1,married,bachelor,0,0,0,32,yes and agree,heard and know,heard but do not know,heard but do not know,0,6,1,1,2,3846,0,4,guangzhou,2,1
1199,6,6,6,Guangdong,Monday,0,rural,37,4,85,1,divorced,senior high,0,0,0,45,yes but disagree,heard but do not know,never,never,0,3,1,1,20,3769,0,4,guangzhou,3,1
993,2,2,2,Beijing,Tuesday,1,city,67,3,45,1,married,associate,1,0,0,44,yes and agree,heard and know,heard but do not know,never,5,5,1,1,6,2244,1,2,beijing,6,1
3338,6,5,5,Guangdong,Friday,1,county seat,48,6,25,0,unmarried,bachelor,0,0,1,31,yes but disagree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,30,893,0,2,guangzhou,4,1
1242,4,4,2,Beijing,Thursday,1,city,19,3,43,1,married,senior high,0,0,0,57,yes but disagree,never,never,never,0,4,1,1,4,1250,0,3,beijing,3,0
1112,6,6,6,Hebei,Wednesday,1,rural,100,4,180,1,married,junior high,0,1,0,36,yes and agree,never,never,never,0,3,1,1,0,3270,0,3,shijiazhuang,3,0
1180,1,1,1,Beijing,Wednesday,1,rural,124,3,100,1,married,junior high,0,0,0,56,yes and agree,familiar,never,never,0,2,1,1,0,1067,0,2,beijing,2,0
2361,5,4,1,Guangdong,Saturday,1,county seat,52,4,66,1,unmarried,senior high,1,0,0,19,yes and agree,heard and know,heard and know,heard but do not know,0,6,1,1,12,6933,0,3,guangzhou,4,0
695,7,5,4,Zhejiang,Friday,0,city,142,5,115,0,married,bachelor,0,1,1,27,yes and agree,heard and know,heard but do not know,heard but do not know,2,7,1,1,6,3180,1,3,hangzhou,2,1
1593,7,7,1,Beijing,Saturday,1,rural,37,5,120,1,married,primary,0,1,0,65,yes and agree,heard but do not know,never,never,0,0,1,0,2,2667,0,0,beijing,3,0
3134,2,7,4,Guangdong,Wednesday,1,city,97,3,119,1,married,senior high,1,0,0,39,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,5,1,1,0,3750,0,3,zhongshan,3,1
1515,4,3,6,Hebei,Saturday,1,city,42,4,57,1,married,bachelor,1,0,0,43,yes and agree,heard but do not know,never,never,0,0,1,0,14,1467,0,0,chengde,1,0
1682,2,2,2,Guangdong,Sunday,0,city,62,3,100,0,married,associate,1,0,0,35,yes and agree,heard and know,never,never,5,4,1,1,0,1333,1,4,zhongshan,0,1
1002,7,7,5,Hebei,Tuesday,1,rural,75,3,85,1,married,junior high,1,0,0,47,yes but disagree,never,heard but do not know,never,0,0,1,0,2,1625,0,0,chengde,4,0
154,2,2,2,Hebei,Saturday,1,city,110,3,75,0,married,junior high,1,1,0,61,yes and agree,never,never,never,0,4,1,1,0,2300,0,2,shijiazhuang,3,1
850,7,4,3,Hebei,Sunday,1,city,21,4,116,0,married,junior high,1,0,0,32,yes and agree,never,never,never,0,3,1,1,30,3263,0,2,chengde,3,1
1612,7,5,4,Guangdong,Sunday,0,city,51,3,100,1,married,associate,1,0,0,32,yes and agree,heard but do not know,never,heard but do not know,6,5,1,1,0,2077,1,4,zhongshan,2,1
1501,4,4,4,Beijing,Saturday,1,city,37,4,50,1,married,senior high,0,1,0,56,yes and agree,heard but do not know,never,never,0,4,1,1,4,2000,0,3,beijing,3,0
2313,7,7,7,Hebei,Saturday,1,city,42,2,50,1,unmarried,senior high,0,0,0,29,yes and agree,never,never,never,2,0,1,0,0,1977,1,0,shijiazhuang,0,1
2632,7,7,2,Guangdong,Wednesday,1,city,52,3,76,0,unmarried,associate,0,1,1,35,yes and agree,heard but do not know,heard but do not know,never,0,6,1,1,10,1316,0,5,zhongshan,3,0
1141,6,4,4,Guangdong,Monday,0,city,53,4,145,0,married,bachelor,1,0,0,36,yes but disagree,heard but do not know,never,heard but do not know,0,0,1,0,0,601,0,0,guangzhou,3,1
2403,2,2,1,Guangdong,Sunday,0,county seat,12,4,61,1,married,senior high,0,0,0,50,no,heard but do not know,never,never,0,7,1,1,16,4125,0,3,guangzhou,4,0
111,7,7,7,Beijing,Thursday,1,city,61,5,66,1,married,bachelor,1,0,1,40,yes and agree,heard and know,heard but do not know,heard and know,0,3,1,1,10,1000,0,2,beijing,3,1
1146,6,4,6,Guangdong,Wednesday,0,county seat,58,4,55,1,married,associate,0,1,0,26,yes and agree,heard and know,never,never,5,1,1,1,0,1111,1,1,zhongshan,3,0
1691,1,3,1,Guangdong,Sunday,0,city,62,3,75,0,married,senior high,0,0,0,41,yes and agree,never,never,never,6,3,1,1,0,985,1,4,zhongshan,3,1
1116,4,3,2,Guangdong,Monday,0,city,45,2,60,1,married,bachelor,0,0,0,36,no,heard but do not know,never,never,0,0,1,0,0,1690,0,0,zhongshan,4,1
190,5,6,3,Hebei,Sunday,1,city,58,4,70,1,unmarried,bachelor,0,0,0,24,yes and agree,heard and know,never,never,0,3,1,1,0,1650,0,3,shijiazhuang,3,1
1231,3,3,1,Beijing,Thursday,1,city,19,4,52,0,married,senior high,1,1,0,60,no,never,never,never,5,4,1,1,10,2400,1,3,beijing,3,0
3151,7,7,7,Guangdong,Wednesday,1,rural,83,4,56,1,married,associate,0,0,0,46,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,5,1,1,12,2618,0,4,guangzhou,3,0
1515,4,5,5,Guangdong,Saturday,1,county seat,64,4,100,1,unmarried,bachelor,0,0,0,25,yes but disagree,heard but do not know,never,never,0,4,1,1,14,3016,0,4,zhongshan,3,1
1199,2,2,2,Beijing,Thursday,1,city,134,3,62,0,married,senior high,1,1,0,64,no,heard but do not know,never,never,0,3,1,1,14,3000,0,3,beijing,5,0
1364,1,1,1,Guangdong,Friday,1,county seat,43,3,106,1,married,senior high,1,0,0,38,yes but disagree,heard but do not know,heard but do not know,heard but do not know,3,4,1,1,0,4305,1,5,zhongshan,2,1
1106,4,4,4,Beijing,Wednesday,0,city,89,5,50,0,married,associate,0,0,1,59,yes and agree,never,never,never,0,0,1,0,2,4180,0,0,beijing,3,1
3124,6,6,6,Guangdong,Wednesday,0,rural,88,5,55,1,married,bachelor,0,0,0,34,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,14,691,0,2,guangzhou,3,1
383,4,5,2,Zhejiang,Thursday,1,city,77,5,160,1,married,postgraduate,1,1,1,41,yes and agree,familiar,heard and know,familiar,2,0,1,0,1,200,1,0,taizhou,4,1
2361,6,6,6,Guangdong,Saturday,0,rural,59,5,109,0,married,associate,1,0,0,39,yes and agree,heard but do not know,heard but do not know,heard but do not know,2,7,1,1,0,2167,1,4,zhongshan,4,1
1235,7,7,1,Zhejiang,Thursday,0,rural,105,1,160,1,married,junior high,0,0,0,50,yes and agree,never,never,never,5,3,1,1,0,2167,1,4,hangzhou,0,1
3048,4,2,4,Guangdong,Wednesday,1,city,56,4,280,1,unmarried,junior high,0,1,0,31,yes and agree,heard but do not know,heard but do not know,heard but do not know,2,3,1,1,5,1440,1,4,zhongshan,3,1
2082,4,4,4,Guangdong,Wednesday,1,city,53,5,75,1,married,associate,1,0,0,42,no,heard but do not know,heard but do not know,heard but do not know,1,4,1,1,15,2244,1,5,guangzhou,5,0
1136,4,4,2,Hebei,Wednesday,1,rural,74,3,100,1,married,primary,0,1,0,61,yes and agree,heard and know,heard but do not know,never,0,3,1,1,6,1875,0,3,shijiazhuang,3,1
2401,6,6,6,Guangdong,Sunday,0,rural,45,5,120,0,married,senior high,1,0,0,34,yes and agree,heard but do not know,heard but do not know,heard but do not know,1,7,1,1,0,1781,1,3,zhongshan,3,0
833,4,2,1,Zhejiang,Sunday,0,city,53,3,89,0,married,associate,1,0,0,37,yes and agree,heard and know,never,never,2,3,1,1,0,2182,1,5,hangzhou,6,1
1628,7,5,5,Zhejiang,Sunday,1,city,63,6,160,1,married,associate,1,0,0,45,yes and agree,familiar,familiar,familiar,5,5,1,1,8,540,1,6,taizhou,3,1
820,2,2,1,Beijing,Sunday,1,county seat,35,2,50,0,married,junior high,1,0,0,51,yes but disagree,never,never,never,6,4,1,1,2,2200,1,2,beijing,3,1
1894,7,7,3,Hebei,Tuesday,1,county seat,77,4,130,1,married,associate,0,0,0,24,no,never,never,never,2,0,1,0,2,1231,1,0,shijiazhuang,3,0
1633,4,4,4,Hebei,Sunday,1,county seat,73,4,120,0,married,senior high,1,0,0,39,yes and agree,heard but do not know,never,never,0,3,1,1,0,2300,0,2,shijiazhuang,3,0
2638,5,5,5,Guangdong,Wednesday,1,rural,52,5,160,0,married,bachelor,1,0,0,50,yes and agree,heard but do not know,heard but do not know,heard but do not know,5,7,1,1,0,368,1,4,zhongshan,4,1
1911,7,7,5,Zhejiang,Wednesday,1,city,113,4,82,1,married,associate,0,1,0,58,yes and agree,heard but do not know,never,never,6,4,1,1,20,2477,1,4,hangzhou,3,1
2588,2,2,2,Guangdong,Wednesday,1,city,50,5,58,1,married,junior high,0,1,0,66,yes and agree,never,never,never,0,2,1,1,2,3518,0,2,guangzhou,3,0
1119,6,4,2,Beijing,Wednesday,0,city,139,5,50,1,married,junior high,0,1,0,44,no,never,never,never,0,3,1,1,10,3000,0,4,beijing,4,0
1014,5,5,4,Beijing,Tuesday,1,county seat,64,3,80,1,married,bachelor,1,1,0,37,yes and agree,heard but do not know,never,never,0,1,1,1,2,1071,0,1,beijing,5,0
1243,6,5,5,Beijing,Thursday,1,county seat,20,4,80,1,married,senior high,1,0,0,42,yes and agree,heard but do not know,never,heard but do not know,0,0,1,0,0,2182,0,0,beijing,2,0
989,1,1,1,Beijing,Monday,1,rural,55,2,105,0,married,junior high,0,0,0,58,no,never,never,never,0,4,0,1,0,2420,0,3,beijing,2,1
541,4,4,4,Hebei,Thursday,0,rural,90,2,85,1,married,primary,1,1,0,45,yes and agree,heard but do not know,never,never,0,0,1,0,0,2885,0,0,chengde,3,1
1268,6,6,6,Guangdong,Thursday,0,city,61,2,48,1,married,senior high,0,0,0,56,yes but disagree,heard but do not know,heard but do not know,never,0,7,1,1,3,3086,0,4,guangzhou,2,1
3013,7,7,7,Guangdong,Wednesday,1,city,104,3,150,1,unmarried,associate,0,1,1,26,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,6,1758,0,0,zhongshan,2,1
3323,4,2,3,Guangdong,Thursday,1,county seat,82,5,78,0,unmarried,bachelor,0,0,0,21,yes and agree,heard and know,heard but do not know,heard but do not know,11,4,1,1,4,1071,1,5,guangzhou,5,1
2504,4,5,4,Zhejiang,Tuesday,0,county seat,87,5,150,0,married,associate,1,1,0,66,yes and agree,heard and know,heard and know,heard and know,6,3,1,1,15,3133,1,4,hangzhou,3,0
3213,7,7,1,Guangdong,Thursday,1,county seat,60,1,54,0,married,associate,1,1,0,37,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,4,1,1,20,1350,0,4,guangzhou,4,1
2388,5,5,5,Zhejiang,Sunday,0,county seat,18,4,100,0,unmarried,associate,0,0,0,22,yes and agree,heard but do not know,heard but do not know,heard but do not know,4,2,1,1,1,1750,1,3,taizhou,3,1
1048,6,6,6,Beijing,Tuesday,1,county seat,50,3,55,1,married,associate,0,0,0,30,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,2,253,0,0,beijing,1,1
1211,5,4,5,Beijing,Thursday,1,county seat,19,2,50,0,unmarried,bachelor,0,0,0,33,yes but disagree,heard but do not know,heard but do not know,never,0,0,1,0,6,1250,0,0,beijing,3,0
1629,5,5,5,Guangdong,Sunday,0,city,51,2,80,1,married,associate,0,0,0,31,yes but disagree,never,never,never,0,0,1,0,0,2688,0,0,zhongshan,4,1
