Key,Cost_Mean,Cost_SD,Cost_Low,Cost_High,Rate_Mean,Rate_SD,Rate_Low,Rate_High
ideal_sm,21.693548387096776,0.0,21.693548387096776,21.693548387096776,100.0,0.0,100.0,100.0
random_sm,33.0801886610267,0.0,33.0801886610267,33.0801886610267,96.05361842105265,0.0,96.05361842105265,96.05361842105265
xgb_all_sm,24.277456647398843,0.0,24.277456647398843,24.277456647398843,93.51351351351352,0.0,93.51351351351352,93.51351351351352
xgb_demos_sm,22.53125,0.0,22.53125,22.53125,94.11764705882352,0.0,94.11764705882352,94.11764705882352
eco_all_sm,26.18421052631579,0.0,26.18421052631579,26.18421052631579,94.5273631840796,0.0,94.5273631840796,94.5273631840796
eco_demos_sm,26.73076923076923,0.0,26.73076923076923,26.73076923076923,93.33333333333333,0.0,93.33333333333333,93.33333333333333
