"prob_car","prob_elec","prob_green"
0.726594528680835,0.929569117230895,0.796907841649037
0.572175594406206,0.150718728775451,0.750908142208574
0.585395616933875,0.724810200216167,0.500862645872137
0.880314084226157,0.977768576471106,0.340709823232869
0.907660120344727,0.762833002520626,0.283888483830852
0.698502472712594,0.874555019663765,0.835276204257449
0.934021139092467,0.291733152072786,0.373060625542009
0.544537027085616,0.552766401852279,0.273963491435131
0.633405268431865,0.820232271334227,0.359196416823833
0.285080688174752,0.292180186038689,0.251162671276678
0.784825404310303,0.80797049230067,0.298070715852754
0.442722854884599,0.842596810280922,0.632842627923277
0.733487145734585,0.168244050377778,0.150500520450652
0.782062999994404,0.883606748041541,0.641148091768627
0.295082846229462,0.554378865705665,0.866227312466051
0.858215176485692,0.376729113324376,0.731926355016602
0.941872475395507,0.964536042573265,0.196062017723036
0.858895532327439,0.210727137376209,0.0532544299760955
0.610074019796907,0.0586787276430901,0.0957841909307192
0.614965671045067,0.448632431303378,0.470188086576208
0.963729418569722,0.92778144039934,0.633578094930256
0.718033220158628,0.900407025959633,0.80033251851865
0.756284437933127,0.566388784791843,0.465695532445136
0.681086200065308,0.198221916200356,0.735240773682414
0.568765263822269,0.00910514867998742,0.19699800393174
0.908834898028804,0.811740578207596,0.772432227839849
0.740486368194003,0.939537365388654,0.717645310732958
0.638622036142965,0.695817796503018,0.62889526469622
0.940894266050274,0.407410574531748,0.173987122485584
0.699321648101343,0.835796726661662,0.600163019386674
0.964763405942739,0.642796875250796,0.184945737910623
0.421598416927682,0.712440283560761,0.465771695859068
0.556695636988098,0.0939577612653603,0.239285479093386
0.400634499067462,0.904468959399117,0.584027282798505
0.774318880891298,0.619764457445646,0.162231400813577
0.807215429093132,0.108047867644399,0.301115389094727
0.963238323092128,0.94721948377181,0.49031563935048
0.182582725230198,0.535573548081985,0.24307852343072
0.552567093901729,0.542808245859141,0.397228261425838
0.824434672336332,0.0788759472077094,0.319738789600098
0.744693430553739,0.419809481736756,0.168432410624924
0.540754429633782,0.9764648425293,0.872063710553832
0.396191986388917,0.0756694938898304,0.238633317054752
0.826060586100178,0.881442783560923,0.379165274925263
0.620355015559951,0.190542891625396,0.208844938027463
0.689591105454601,0.19985268476252,0.34983452605535
0.988557299696353,0.958609655461834,0.557433958224937
0.775760758407225,0.42017849596262,0.183919944701377
0.837155788821478,0.872953921545987,0.674440908105296
0.974923016593711,0.113571751360882,0.107583788039402
0.809554759740651,0.884106190486009,0.595155319346115
0.465853075673813,0.905727275411608,0.110940100801748
0.927347092718808,0.123772448664438,0.122601297732481
0.825034139097308,0.249009509699166,0.165199997496175
0.935645118577126,0.52017057249749,0.674499610574869
0.886613687769255,0.801814758467142,0.642717807147821
0.967719994580719,0.630393555972432,0.768234882516632
0.773319256323192,0.904415726623389,0.645493287434128
0.697125517687209,0.663276391395548,0.182811341989283
0.438899783946061,0.44813269449017,0.397608505648168
0.733807551738504,0.931339409742804,0.80693878162226
0.92945014203092,0.156442616099367,0.267030964778743
0.658765708690475,0.193724762044408,0.112577798011583
0.862487532129245,0.484730384651479,0.285533103631973
0.691740345631734,0.891404518112632,0.453939939522225
0.373805464206348,0.0163818680604992,0.245912465806455
0.427093988789494,0.940880942598493,0.579352240316222
0.734143924359051,0.697063637199038,0.56946332485305
0.976088106985151,0.571296219820238,0.183756603560214
0.46219610392181,0.315895762898569,0.462151277982723
0.411619114809613,0.475873758265538,0.521369200888859
0.929531138716523,0.129612450865392,0.227791031825009
0.382011415766028,0.965197523125795,0.89961339949894
0.86911945612952,0.318147420110958,0.351638160691622
0.915292004950799,0.149682149807008,0.252312234705825
0.841584510616506,0.984716831799568,0.719834691733636
0.738037027168046,0.155265210174872,0.375019566230351
0.516345280801835,0.82942690937136,0.39078008071978
0.646528256712716,0.499052265298354,0.170155543600969
0.743300168798563,0.882441722309379,0.694085447394511
0.881210156302035,0.854723864706988,0.676185202522165
0.938670085666056,0.916155807520776,0.570161148226728
0.942110088794039,0.98768974881161,0.846012244771908
0.49611603151838,0.665465585500927,0.493725816046008
0.922169207785706,0.838029173787072,0.667378571589309
0.512129944029737,0.644396002881851,0.25632536040609
0.649362521601289,0.433935792782197,0.134440844200574
0.98432945215977,0.0169146918593996,0.0517104565064573
0.829936505994379,0.592459928318812,0.542683767987907
0.754932218862248,0.424431372219961,0.103851874218149
0.449905384094834,0.945457816692835,0.869675914665076
0.713601475435502,0.831337908072622,0.682996345891652
0.828862184927724,0.835585137691883,0.38831472863683
0.846089988332617,0.138624930830429,0.239062167893924
0.573167433219653,0.83267096929287,0.450490584188002
0.928840158892697,0.519157686432232,0.364725475813048
0.957177376341984,0.920812906851271,0.464834791922819
0.838296187297759,0.731281593944321,0.102520788645625
0.848476731907731,0.809291951598744,0.780499058774478
0.841402752175022,0.694519749237916,0.191363884213458
0.590209200207898,0.23819959532406,0.24189252280651
0.28891254748559,0.343467845448316,0.53608944028141
0.783262170309721,0.183992617819198,0.0429026717168009
0.674100650185808,0.380402576808966,0.599269548716058
0.78026981087983,0.693974053011192,0.820965882889081
0.928112464698347,0.1360031347341,0.293090557883367
0.567798107587303,0.299801709216593,0.192667550107263
0.854786255524052,0.244183408495716,0.55994640317475
0.748322336041268,0.91362201946984,0.706745464287085
0.773761614021444,0.811622136473177,0.289307209140909
0.595715818368853,0.426532249387033,0.570680058800448
0.176271207050587,0.307069338799619,0.390447586936739
0.795788588754491,0.605075012519523,0.50352365307982
0.81877594934116,0.920011842767093,0.826167905166111
0.70315647554064,0.255373424621873,0.501502476036285
0.834514220247457,0.924942901165059,0.801546764857262
0.67816731307982,0.563080610536136,0.371184378203679
0.88515098067687,0.30947265338035,0.378808725642818
0.911857067253859,0.0230824804913971,0.0740902802694849
0.836490593131824,0.874394124045294,0.418348577456481
0.878424100734688,0.883318513200693,0.444429059652419
0.895271858797429,0.604795286316605,0.285540200891825
0.875940112503085,0.893317241416343,0.51621947701454
0.172599544803855,0.120433105354933,0.31461424141719
0.815389952108249,0.43003392247201,0.603613364770495
0.576293404863237,0.713753003330502,0.525205095932445
0.769849604682554,0.664625886016449,0.6440419819519
0.139083931994602,0.533825311823856,0.440915654568646
0.858897628606098,0.0558217637452936,0.194094979710436
0.550729816285182,0.761071390413183,0.635796611847716
0.861480710605552,0.830937860103928,0.452166833283163
0.963426021242448,0.213976916036297,0.320085210099592
0.498773652474793,0.0432459891990214,0.270600640224244
0.784430374024891,0.799772267458989,0.255810271468473
0.455753714853065,0.842175498860374,0.155256718261458
0.651520434825874,0.862721570891739,0.694261697786397
0.176924555862791,0.17887243917412,0.364068203946616
0.673801624573071,0.566233611679048,0.233946789000042
0.805522878457308,0.81492826764936,0.640330835564167
0.150639211652943,0.218724087577862,0.355070215824196
0.61379233446563,0.406391267928454,0.671963477157009
0.671558716813825,0.210457866249593,0.0590293592717077
0.84597539596083,0.378477005060218,0.385536754553706
0.448678047237615,0.497972116022881,0.337371038601965
0.47504656335671,0.323342094856454,0.62711619176851
0.907339640928354,0.42638862997583,0.217735769558503
0.685273256344577,0.802310813574476,0.561614042933933
0.965142823517599,0.43400688722485,0.160854243700222
0.95670831845738,0.85677603940733,0.827510146638956
0.781643967851528,0.182503763636934,0.0497954513701725
0.954527463496922,0.515658789245107,0.843792545615104
0.932353743904165,0.527752401349541,0.239117065104791
0.958443343827463,0.836617038274969,0.645807387591663
0.808422634604317,0.893802974335505,0.696298661272033
0.975943460901448,0.651115709332356,0.250446251912005
0.599704487429086,0.448273136887185,0.376268151902353
0.865361102791958,0.133459100676368,0.640930813408469
0.951066798284961,0.921957971327945,0.687798074254185
0.819980296676602,0.460666486152474,0.256692870109691
0.82976274226371,0.269212240786791,0.624036856644858
0.77933107552528,0.68499614781684,0.39261927841731
0.634275028355826,0.023046949205408,0.0890683887325394
0.752582759754503,0.892088999434725,0.837654380898126
0.823097213245702,0.176178178137552,0.141809215155169
0.223592997031012,0.190958321494138,0.365672081595964
0.789422716734882,0.291594560227714,0.512098527958503
0.766241283184717,0.992037573079421,0.912257973834996
0.582439152644874,0.448369515907758,0.805647519138748
0.429173207859916,0.0332153031152124,0.346928094215874
0.97084155396363,0.869140717382305,0.497403742055473
0.842585495716268,0.824635541354879,0.620140167007549
0.981603564713001,0.511728368687938,0.509509214709198
0.758974642713676,0.823842116512987,0.725059694663079
0.880493614452077,0.811339524961856,0.416534943874692
0.363903389965818,0.859570461578309,0.754051593958609
0.464381709872385,0.0237137988941471,0.235312564408886
0.956260026451322,0.354654383948737,0.523389209035199
0.116995596290023,0.381491421439719,0.492382762048528
0.536640135784422,0.916638126394506,0.547831123557912
0.952714528102548,0.405844840647331,0.138079484360097
0.69373069860122,0.705937253838495,0.202770180790125
0.379687067789172,0.0346415516557,0.353128386294136
0.283076868044921,0.0778580196874221,0.462040602399866
0.529101001833509,0.468339519048024,0.223440704012451
0.109970469103913,0.563114907350477,0.398330171075917
0.677400072788977,0.337128480907564,0.197125012935635
0.93784531714316,0.860091316973535,0.516817429260008
0.881833841965825,0.81783293328424,0.866216728220825
0.725361253874534,0.119218232518447,0.205678296492912
0.45688233718327,0.0807883167912004,0.209472303046872
0.721930046454862,0.930612266792333,0.301294699302243
0.200570483245052,0.241007942761758,0.335327615609581
0.981135727102288,0.916985362936964,0.585827759174466
0.503768279811314,0.657820938187824,0.176781495861913
