"","1","2","3","4","5","6","7"
"transportation",0.13039309683605,0.134228187919463,0.0402684563758389,0.179290508149569,0.104506232023011,0.123681687440077,0.287631831255992
"home_energy",0.14189837008629,0.134228187919463,0.0604026845637584,0.159156279961649,0.108341323106424,0.114093959731544,0.281879194630872
"green_electricity",0.236816874400767,0.158197507190796,0.062320230105465,0.179290508149569,0.0910834132310642,0.0987535953978907,0.173537871524449
